,Unnamed: 0,index,mechanism,action,drugA,drugB
10173,17892,10173,The therapeutic efficacy,increase,Cinnarizine,Itraconazole
10174,17893,10174,The metabolism,decrease,Cinnarizine,Ketoconazole
10175,17894,10175,The risk or severity of hypotension,increase,Cinnarizine,Labetalol
10176,17895,10176,The metabolism,decrease,Cinnarizine,Leflunomide
10177,17896,10177,The metabolism,decrease,Cinnarizine,Lidocaine
10178,17897,10178,The metabolism,decrease,Cinnarizine,Lobeglitazone
10179,17898,10179,The metabolism,decrease,Cinnarizine,Lorcaserin
10180,17899,10180,The metabolism,decrease,Cinnarizine,Losartan
10181,17900,10181,The metabolism,decrease,Cinnarizine,Lovastatin
10182,17902,10182,The metabolism,decrease,Cinnarizine,Methadone
10183,17904,10183,The metabolism,decrease,Cinnarizine,Methotrimeprazine
10184,17906,10184,The metabolism,decrease,Cinnarizine,Metoprolol
10185,17907,10185,The metabolism,decrease,Cinnarizine,Mexiletine
10186,17908,10186,The therapeutic efficacy,increase,Cinnarizine,Miconazole
10187,17909,10187,The metabolism,decrease,Cinnarizine,Midostaurin
10188,17910,10188,The serum concentration,increase,Cinnarizine,Mifepristone
10189,17911,10189,The therapeutic efficacy,increase,Cinnarizine,Miltefosine
10190,17912,10190,The metabolism,decrease,Cinnarizine,Mirabegron
10191,17913,10191,The metabolism,decrease,Cinnarizine,Nicardipine
10192,17914,10192,the QTc - prolonging activities,increase,Ciprofloxacin,Cisapride
10193,17915,10193,the QTc - prolonging activities,increase,Ciprofloxacin,Citalopram
10194,17916,10194,the QTc - prolonging activities,increase,Ciprofloxacin,Clarithromycin
10195,17917,10195,the QTc - prolonging activities,increase,Ciprofloxacin,Clomipramine
10196,17918,10196,the QTc - prolonging activities,increase,Ciprofloxacin,Clozapine
10197,17919,10197,The serum concentration,increase,Ciprofloxacin,Colchicine
10198,17920,10198,the QTc - prolonging activities,increase,Ciprofloxacin,Crizotinib
10199,17921,10199,the cardiotoxic activities,increase,Ciprofloxacin,Cyclophosphamide
10200,17923,10200,the QTc - prolonging activities,increase,Dabrafenib,Ciprofloxacin
10201,17924,10201,the QTc - prolonging activities,increase,Dasatinib,Ciprofloxacin
10202,17925,10202,the QTc - prolonging activities,increase,Desipramine,Ciprofloxacin
10203,17926,10203,the QTc - prolonging activities,increase,Deutetrabenazine,Ciprofloxacin
10204,17927,10204,the cardiotoxic activities,decrease,Digitoxin,Ciprofloxacin
10205,17928,10205,the cardiotoxic activities,decrease,Digoxin,Ciprofloxacin
10206,17929,10206,The risk or severity of adverse effects,increase,Dihydroergotamine,Ciprofloxacin
10207,17930,10207,the QTc - prolonging activities,increase,Diphenhydramine,Ciprofloxacin
10208,17931,10208,the QTc - prolonging activities,increase,Disopyramide,Ciprofloxacin
10209,17932,10209,The risk or severity of adverse effects,increase,Docetaxel,Ciprofloxacin
10210,17933,10210,the QTc - prolonging activities,increase,Dofetilide,Ciprofloxacin
10211,17934,10211,the QTc - prolonging activities,increase,Dolasetron,Ciprofloxacin
10212,17935,10212,the QTc - prolonging activities,increase,Domperidone,Ciprofloxacin
10213,17936,10213,the QTc - prolonging activities,increase,Doxepin,Ciprofloxacin
10214,17937,10214,The serum concentration,increase,Doxorubicin,Ciprofloxacin
10215,17938,10215,the QTc - prolonging activities,increase,Dronedarone,Ciprofloxacin
10216,17944,10216,the QTc - prolonging activities,increase,Erythromycin,Ciprofloxacin
10217,17946,10217,The serum concentration,increase,Everolimus,Ciprofloxacin
10218,17947,10218,the QTc - prolonging activities,increase,Ezogabine,Ciprofloxacin
10219,17948,10219,the QTc - prolonging activities,increase,Famotidine,Ciprofloxacin
10220,17949,10220,the QTc - prolonging activities,increase,Felbamate,Ciprofloxacin
10221,17951,10221,the QTc - prolonging activities,increase,Flecainide,Ciprofloxacin
10222,17952,10222,the QTc - prolonging activities,increase,Fluoxetine,Ciprofloxacin
10223,17954,10223,The serum concentration,increase,Fluvastatin,Ciprofloxacin
10224,17956,10224,the QTc - prolonging activities,increase,Fosphenytoin,Ciprofloxacin
10225,17957,10225,the QTc - prolonging activities,increase,Galantamine,Ciprofloxacin
10226,17958,10226,the QTc - prolonging activities,increase,Granisetron,Ciprofloxacin
10227,17959,10227,the QTc - prolonging activities,increase,Haloperidol,Ciprofloxacin
10228,17960,10228,the QTc - prolonging activities,increase,Hydroxyzine,Ciprofloxacin
10229,17961,10229,The serum concentration,increase,Ibrutinib,Ciprofloxacin
10230,17963,10230,the QTc - prolonging activities,increase,Imipramine,Ciprofloxacin
10231,17965,10231,the QTc - prolonging activities,increase,Indapamide,Ciprofloxacin
10232,17966,10232,the arrhythmogenic activities,increase,Irbesartan,Ciprofloxacin
10233,17968,10233,the QTc - prolonging activities,increase,Isoflurane,Ciprofloxacin
10234,17969,10234,the QTc - prolonging activities,increase,Isradipine,Ciprofloxacin
10235,17970,10235,the QTc - prolonging activities,increase,Itraconazole,Ciprofloxacin
10236,17971,10236,the QTc - prolonging activities,increase,Ketoconazole,Ciprofloxacin
10237,17972,10237,the QTc - prolonging activities,increase,Lapatinib,Ciprofloxacin
10238,17973,10238,the QTc - prolonging activities,increase,Lenvatinib,Ciprofloxacin
10239,17974,10239,the QTc - prolonging activities,increase,Levofloxacin,Ciprofloxacin
10240,17975,10240,The serum concentration,decrease,Levothyroxine,Ciprofloxacin
10241,17977,10241,The risk or severity of adverse effects,increase,Lisuride,Ciprofloxacin
10242,17978,10242,the arrhythmogenic activities,increase,Losartan,Ciprofloxacin
10243,17979,10243,The serum concentration,increase,Lovastatin,Ciprofloxacin
10244,17982,10244,the QTc - prolonging activities,increase,Maprotiline,Ciprofloxacin
10245,17983,10245,the QTc - prolonging activities,increase,Mefloquine,Ciprofloxacin
10246,17984,10246,the QTc - prolonging activities,increase,Methadone,Ciprofloxacin
10247,17985,10247,The serum concentration,increase,Methotrexate,Ciprofloxacin
10248,17986,10248,the QTc - prolonging activities,increase,Methotrimeprazine,Ciprofloxacin
10249,17988,10249,the QTc - prolonging activities,increase,Metoclopramide,Ciprofloxacin
10250,17989,10250,the QTc - prolonging activities,increase,Metronidazole,Ciprofloxacin
10251,17990,10251,the QTc - prolonging activities,increase,Mifepristone,Ciprofloxacin
10252,17991,10252,the QTc - prolonging activities,increase,Mirabegron,Ciprofloxacin
10253,17994,10253,the QTc - prolonging activities,increase,Nicardipine,Ciprofloxacin
10254,17995,10254,The risk or severity of QTc prolongation,increase,Citalopram,Cisapride
10255,17996,10255,The serum concentration,increase,Clarithromycin,Cisapride
10256,17997,10256,The metabolism,decrease,Clemastine,Cisapride
10257,17998,10257,the QTc - prolonging activities,increase,Clomipramine,Cisapride
10258,17999,10258,The metabolism,decrease,Clopidogrel,Cisapride
10259,18000,10259,The serum concentration,increase,Clotrimazole,Cisapride
10260,18001,10260,the QTc - prolonging activities,increase,Clozapine,Cisapride
10261,18002,10261,The serum concentration,increase,Conivaptan,Cisapride
10262,18004,10262,the QTc - prolonging activities,increase,Crizotinib,Cisapride
10263,18005,10263,The serum concentration,increase,Cyclosporine,Cisapride
10264,18007,10264,The serum concentration,decrease,Dabrafenib,Cisapride
10265,18008,10265,The serum concentration,increase,Dasatinib,Cisapride
10266,18009,10266,the QTc - prolonging activities,increase,Desipramine,Cisapride
10267,18010,10267,the QTc - prolonging activities,increase,Deutetrabenazine,Cisapride
10268,18011,10268,The risk or severity of adverse effects,increase,Dihydroergotamine,Cisapride
10269,18012,10269,The metabolism,decrease,Diltiazem,Cisapride
10270,18013,10270,the QTc - prolonging activities,increase,Diphenhydramine,Cisapride
10271,18014,10271,The risk or severity of QTc prolongation,increase,Disopyramide,Cisapride
10272,18015,10272,The risk or severity of QTc prolongation,increase,Dofetilide,Cisapride
10273,18016,10273,the QTc - prolonging activities,increase,Dolasetron,Cisapride
10274,18017,10274,The risk or severity of QTc prolongation,increase,Domperidone,Cisapride
10275,18019,10275,the QTc - prolonging activities,increase,Doxepin,Cisapride
10276,18020,10276,The metabolism,decrease,Doxorubicin,Cisapride
10277,18022,10277,The risk or severity of QTc prolongation,increase,Dronedarone,Cisapride
10278,18023,10278,The serum concentration,increase,Econazole,Cisapride
10279,18025,10279,The serum concentration,decrease,Enzalutamide,Cisapride
10280,18028,10280,The serum concentration,increase,Erythromycin,Cisapride
10281,18031,10281,The metabolism,decrease,Esomeprazole,Cisapride
10282,18032,10282,The risk or severity of adverse effects,increase,Ethanol,Cisapride
10283,18033,10283,the QTc - prolonging activities,increase,Ezogabine,Cisapride
10284,18034,10284,the QTc - prolonging activities,increase,Famotidine,Cisapride
10285,18035,10285,the QTc - prolonging activities,increase,Felbamate,Cisapride
10286,18036,10286,The metabolism,decrease,Felodipine,Cisapride
10287,18039,10287,the QTc - prolonging activities,increase,Cisapride,Flecainide
10288,18040,10288,The metabolism,decrease,Cisapride,Floxuridine
10289,18041,10289,The metabolism,decrease,Cisapride,Fluorouracil
10290,18042,10290,The risk or severity of QTc prolongation,increase,Cisapride,Fluoxetine
10291,18044,10291,The serum concentration,increase,Cisapride,Fluvastatin
10292,18045,10292,The metabolism,decrease,Cisapride,Fluvoxamine
10293,18047,10293,The metabolism,increase,Cisapride,Fosphenytoin
10294,18048,10294,the QTc - prolonging activities,increase,Cisapride,Galantamine
10295,18049,10295,The metabolism,decrease,Cisapride,Gemfibrozil
10296,18050,10296,the QTc - prolonging activities,increase,Cisapride,Granisetron
10297,18051,10297,The serum concentration,increase,Cisapride,Griseofulvin
10298,18052,10298,the QTc - prolonging activities,increase,Cisapride,Haloperidol
10299,18053,10299,the QTc - prolonging activities,increase,Cisapride,Hydroxyzine
10300,18054,10300,The serum concentration,increase,Cisapride,Ibrutinib
10301,18057,10301,the QTc - prolonging activities,increase,Cisapride,Imipramine
10302,18059,10302,the QTc - prolonging activities,increase,Cisapride,Indapamide
10303,18060,10303,The metabolism,decrease,Cisapride,Irbesartan
10304,18062,10304,the QTc - prolonging activities,increase,Cisapride,Isoflurane
10305,18063,10305,The metabolism,decrease,Cisapride,Isoniazid
10306,18064,10306,the QTc - prolonging activities,increase,Cisapride,Isradipine
10307,18065,10307,The serum concentration,increase,Cisapride,Itraconazole
10308,18066,10308,The serum concentration,increase,Cisapride,Ivacaftor
10309,18067,10309,The serum concentration,increase,Cisapride,Ketoconazole
10310,18068,10310,the QTc - prolonging activities,increase,Cisapride,Lapatinib
10311,18069,10311,The metabolism,decrease,Cisapride,Leflunomide
10312,18070,10312,the QTc - prolonging activities,increase,Cisapride,Lenvatinib
10313,18071,10313,the QTc - prolonging activities,increase,Cisapride,Levofloxacin
10314,18072,10314,The metabolism,decrease,Cisapride,Lidocaine
10315,18073,10315,The risk or severity of adverse effects,increase,Cisapride,Lisuride
10316,18074,10316,The metabolism,decrease,Cisapride,Lobeglitazone
10317,18076,10317,The metabolism,decrease,Cisapride,Losartan
10318,18077,10318,The serum concentration,increase,Cisapride,Lovastatin
10319,18080,10319,the QTc - prolonging activities,increase,Cisapride,Maprotiline
10320,18081,10320,the QTc - prolonging activities,increase,Cisapride,Mefloquine
10321,18082,10321,the QTc - prolonging activities,increase,Cisapride,Methadone
10322,18083,10322,the QTc - prolonging activities,increase,Cisapride,Methotrimeprazine
10323,18085,10323,the QTc - prolonging activities,increase,Cisapride,Metoclopramide
10324,18086,10324,The serum concentration,increase,Cisapride,Metoprolol
10325,18087,10325,the QTc - prolonging activities,increase,Cisapride,Metronidazole
10326,18088,10326,The metabolism,decrease,Cisapride,Mexiletine
10327,18089,10327,The serum concentration,increase,Cisapride,Miconazole
10328,18090,10328,The metabolism,decrease,Cisapride,Midostaurin
10329,18091,10329,the QTc - prolonging activities,increase,Cisapride,Mifepristone
10330,18092,10330,The serum concentration,increase,Cisapride,Miltefosine
10331,18093,10331,the QTc - prolonging activities,increase,Cisapride,Mirabegron
10332,18095,10332,The serum concentration,decrease,Cisapride,Mitotane
10333,18096,10333,The metabolism,decrease,Cisapride,Moclobemide
10334,18097,10334,The metabolism,decrease,Cisapride,Modafinil
10335,18098,10335,The serum concentration,increase,Cisapride,Nefazodone
10336,18099,10336,The serum concentration,increase,Cisapride,Netupitant
10337,18100,10337,The metabolism,decrease,Cisapride,Nicardipine
10338,18118,10338,the QTc - prolonging activities,increase,Citalopram,Clarithromycin
10339,18119,10339,The metabolism,decrease,Citalopram,Clemastine
10340,18120,10340,The metabolism,decrease,Citalopram,Clenbuterol
10341,18121,10341,The metabolism,decrease,Citalopram,Clevidipine
10342,18122,10342,The risk or severity of adverse effects,increase,Citalopram,Clomipramine
10343,18123,10343,The risk or severity of adverse effects,increase,Citalopram,Clonazepam
10344,18124,10344,The metabolism,decrease,Citalopram,Clonidine
10345,18125,10345,The serum concentration of the active metabolites,reduce,Citalopram,Clopidogrel
10346,18127,10346,The metabolism,decrease,Clotiazepam,Citalopram
10347,18128,10347,The serum concentration,increase,Clotrimazole,Citalopram
10348,18129,10348,The serum concentration,increase,Clozapine,Citalopram
10349,18130,10349,The metabolism,decrease,Cocaine,Citalopram
10350,18131,10350,The therapeutic efficacy,decrease,Codeine,Citalopram
10351,18132,10351,The serum concentration,increase,Colchicine,Citalopram
10352,18133,10352,The serum concentration,increase,Conivaptan,Citalopram
10353,18134,10353,the QTc - prolonging activities,increase,Crizotinib,Citalopram
10354,18135,10354,The risk or severity of adverse effects,increase,Cyclizine,Citalopram
10355,18136,10355,The risk or severity of adverse effects,increase,Cyclobenzaprine,Citalopram
10356,18137,10356,The metabolism,decrease,Cyclophosphamide,Citalopram
10357,18138,10357,The metabolism,decrease,Cyclosporine,Citalopram
10358,18139,10358,The therapeutic efficacy,decrease,Cyproheptadine,Citalopram
10359,18142,10359,The serum concentration,decrease,Citalopram,Dabrafenib
10360,18143,10360,The metabolism,decrease,Citalopram,Dacarbazine
10361,18145,10361,The metabolism,decrease,Citalopram,Dapagliflozin
10362,18146,10362,The metabolism,decrease,Citalopram,Darifenacin
10363,18147,10363,The serum concentration,increase,Citalopram,Dasatinib
10364,18148,10364,The metabolism,decrease,Citalopram,Daunorubicin
10365,18150,10365,The risk or severity of adverse effects,increase,Citalopram,Desipramine
10366,18154,10366,the QTc - prolonging activities,increase,Citalopram,Deutetrabenazine
10367,18156,10367,The metabolism,decrease,Citalopram,Dexfenfluramine
10368,18158,10368,The risk or severity of adverse effects,increase,Citalopram,Dexmedetomidine
10369,18160,10369,The metabolism,decrease,Citalopram,Dextroamphetamine
10370,18161,10370,the serotonergic activities,increase,Citalopram,Dextromethorphan
10371,18162,10371,the serotonergic activities,increase,Citalopram,Dextropropoxyphene
10372,18163,10372,The metabolism,decrease,Citalopram,Diazepam
10373,18164,10373,The metabolism,decrease,Citalopram,Diclofenac
10374,18166,10374,The risk or severity of adverse effects,increase,Citalopram,Dihydroergotamine
10375,18167,10375,The metabolism,decrease,Citalopram,Diltiazem
10376,18169,10376,the QTc - prolonging activities,increase,Citalopram,Diphenhydramine
10377,18170,10377,The risk or severity of QTc prolongation,increase,Citalopram,Disopyramide
10378,18171,10378,The risk or severity of QTc prolongation,increase,Citalopram,Dofetilide
10379,18172,10379,the QTc - prolonging activities,increase,Citalopram,Dolasetron
10380,18173,10380,The risk or severity of QTc prolongation,increase,Citalopram,Domperidone
10381,18174,10381,The metabolism,decrease,Citalopram,Donepezil
10382,18175,10382,The metabolism,decrease,Citalopram,Dopamine
10383,18177,10383,The metabolism,decrease,Citalopram,Doxazosin
10384,18178,10384,The risk or severity of adverse effects,increase,Citalopram,Doxepin
10385,18181,10385,The metabolism,decrease,Citalopram,Dronabinol
10386,18182,10386,The risk or severity of QTc prolongation,increase,Citalopram,Dronedarone
10387,18184,10387,The risk or severity of adverse effects,increase,Citalopram,Eletriptan
10388,18186,10388,The metabolism,decrease,Citalopram,Eltrombopag
10389,18188,10389,The metabolism,decrease,Citalopram,Encainide
10390,18189,10390,The risk or severity of adverse effects,increase,Citalopram,Enflurane
10391,18190,10391,The risk or severity of adverse effects,increase,Citalopram,Entacapone
10392,18191,10392,The serum concentration,decrease,Citalopram,Enzalutamide
10393,18192,10393,The metabolism,decrease,Citalopram,Epinastine
10394,18196,10394,the QTc - prolonging activities,increase,Citalopram,Erythromycin
10395,18199,10395,The serum concentration,increase,Citalopram,Esomeprazole
10396,18200,10396,The risk or severity of adverse effects,increase,Citalopram,Estazolam
10397,18201,10397,The metabolism,decrease,Citalopram,Estradiol
10398,18207,10398,The metabolism,decrease,Citalopram,Estrone
10399,18209,10399,The risk or severity of adverse effects,increase,Citalopram,Eszopiclone
10400,18210,10400,The risk or severity of adverse effects,increase,Citalopram,Ethanol
10401,18211,10401,The risk or severity of adverse effects,increase,Citalopram,Ethosuximide
10402,18213,10402,The metabolism,decrease,Citalopram,Ethylmorphine
10403,18215,10403,the antiplatelet activities,increase,Citalopram,Etodolac
10404,18216,10404,The risk or severity of adverse effects,increase,Citalopram,Etomidate
10405,18217,10405,The metabolism,decrease,Citalopram,Etoposide
10406,18218,10406,the antiplatelet activities,increase,Citalopram,Etoricoxib
10407,18219,10407,The serum concentration,increase,Citalopram,Everolimus
10408,18220,10408,the QTc - prolonging activities,increase,Citalopram,Ezogabine
10409,18221,10409,the QTc - prolonging activities,increase,Citalopram,Famotidine
10410,18222,10410,the QTc - prolonging activities,increase,Citalopram,Felbamate
10411,18224,10411,The risk or severity of adverse effects,increase,Citalopram,Fentanyl
10412,18228,10412,the QTc - prolonging activities,increase,Flecainide,Citalopram
10413,18230,10413,The metabolism,decrease,Flunarizine,Citalopram
10414,18231,10414,The metabolism,decrease,Flunitrazepam,Citalopram
10415,18232,10415,The metabolism,decrease,Fluorouracil,Citalopram
10416,18233,10416,The serum concentration,increase,Fluoxetine,Citalopram
10417,18235,10417,The metabolism,decrease,Fluphenazine,Citalopram
10418,18236,10418,The risk or severity of adverse effects,increase,Flurazepam,Citalopram
10419,18237,10419,The metabolism,decrease,Flutamide,Citalopram
10420,18239,10420,The metabolism,decrease,Fluvastatin,Citalopram
10421,18240,10421,The serum concentration,increase,Fluvoxamine,Citalopram
10422,18242,10422,The metabolism,increase,Fosphenytoin,Citalopram
10423,18244,10423,The risk or severity of adverse effects,increase,Frovatriptan,Citalopram
10424,18245,10424,The risk or severity of adverse effects,increase,Gabapentin,Citalopram
10425,18246,10425,The metabolism,decrease,Galantamine,Citalopram
10426,18247,10426,The metabolism,decrease,Gefitinib,Citalopram
10427,18248,10427,The serum concentration,increase,Gemfibrozil,Citalopram
10428,18249,10428,The metabolism,decrease,Gliclazide,Citalopram
10429,18250,10429,the hypoglycemic activities,increase,Glimepiride,Citalopram
10430,18251,10430,the hypoglycemic activities,increase,Glipizide,Citalopram
10431,18254,10431,The metabolism,decrease,Glyburide,Citalopram
10432,18255,10432,the QTc - prolonging activities,increase,Granisetron,Citalopram
10433,18256,10433,The metabolism,decrease,Guanabenz,Citalopram
10434,18257,10434,The metabolism,decrease,Guanfacine,Citalopram
10435,18259,10435,the QTc - prolonging activities,increase,Haloperidol,Citalopram
10436,18260,10436,The metabolism,decrease,Halothane,Citalopram
10437,18261,10437,The metabolism,decrease,Hesperetin,Citalopram
10438,18263,10438,The metabolism,decrease,Hydrocodone,Citalopram
10439,18264,10439,The metabolism,decrease,Hydromorphone,Citalopram
10440,18265,10440,the QTc - prolonging activities,increase,Hydroxyzine,Citalopram
10441,18266,10441,The metabolism,decrease,Ibrutinib,Citalopram
10442,18267,10442,The metabolism,decrease,Ibuprofen,Citalopram
10443,18268,10443,The metabolism,decrease,Icotinib,Citalopram
10444,18269,10444,The metabolism,decrease,Idarubicin,Citalopram
10445,18270,10445,The metabolism,decrease,Ifosfamide,Citalopram
10446,18273,10446,The risk or severity of adverse effects,increase,Imipramine,Citalopram
10447,18274,10447,The metabolism,decrease,Imiquimod,Citalopram
10448,18276,10448,the QTc - prolonging activities,increase,Indapamide,Citalopram
10449,18277,10449,The metabolism,decrease,Indomethacin,Citalopram
10450,18279,10450,The metabolism,decrease,Irinotecan,Citalopram
10451,18281,10451,the QTc - prolonging activities,increase,Isoflurane,Citalopram
10452,18282,10452,The serum concentration,increase,Isoniazid,Citalopram
10453,18283,10453,the QTc - prolonging activities,increase,Isradipine,Citalopram
10454,18284,10454,The metabolism,decrease,Itraconazole,Citalopram
10455,18285,10455,The serum concentration,increase,Ivacaftor,Citalopram
10456,18286,10456,The metabolism,decrease,Ketamine,Citalopram
10457,18289,10457,The serum concentration,increase,Ketoconazole,Citalopram
10458,18291,10458,The metabolism,decrease,Labetalol,Citalopram
10459,18292,10459,The risk or severity of adverse effects,increase,Lamotrigine,Citalopram
10460,18293,10460,The metabolism,decrease,Lansoprazole,Citalopram
10461,18294,10461,the QTc - prolonging activities,increase,Lapatinib,Citalopram
10462,18295,10462,The metabolism,decrease,Leflunomide,Citalopram
10463,18296,10463,the QTc - prolonging activities,increase,Lenvatinib,Citalopram
10464,18297,10464,The metabolism,decrease,Levobupivacaine,Citalopram
10465,18298,10465,The risk or severity of adverse effects,increase,Levocetirizine,Citalopram
10466,18299,10466,The metabolism,decrease,Levodopa,Citalopram
10467,18300,10467,the QTc - prolonging activities,increase,Levofloxacin,Citalopram
10468,18303,10468,The therapeutic efficacy,decrease,Levothyroxine,Citalopram
10469,18304,10469,The metabolism,decrease,Lidocaine,Citalopram
10470,18306,10470,The metabolism,decrease,Lisuride,Citalopram
10471,18307,10471,The serum concentration,increase,Lobeglitazone,Citalopram
10472,18308,10472,The metabolism,decrease,Lomefloxacin,Citalopram
10473,18309,10473,The metabolism,decrease,Lomustine,Citalopram
10474,18310,10474,The metabolism,decrease,Loperamide,Citalopram
10475,18311,10475,The metabolism,decrease,Loratadine,Citalopram
10476,18312,10476,The risk or severity of adverse effects,increase,Lorazepam,Citalopram
10477,18313,10477,The risk or severity of adverse effects,increase,Lorcaserin,Citalopram
10478,18315,10478,The metabolism,decrease,Lovastatin,Citalopram
10479,18317,10479,the antiplatelet activities,increase,Lumiracoxib,Citalopram
10480,18320,10480,The metabolism,decrease,Macitentan,Citalopram
10481,18321,10481,The metabolism,decrease,Malathion,Citalopram
10482,18322,10482,the QTc - prolonging activities,increase,Maprotiline,Citalopram
10483,18323,10483,The risk or severity of adverse effects,increase,Meclizine,Citalopram
10484,18324,10484,the QTc - prolonging activities,increase,Mefloquine,Citalopram
10485,18325,10485,The metabolism,decrease,Melatonin,Citalopram
10486,18329,10486,The metabolism,decrease,Mequitazine,Citalopram
10487,18330,10487,The metabolism,decrease,Mesoridazine,Citalopram
10488,18331,10488,The metabolism,decrease,Methadone,Citalopram
10489,18333,10489,The metabolism,decrease,Methotrimeprazine,Citalopram
10490,18334,10490,The metabolism,decrease,Methoxyflurane,Citalopram
10491,18335,10491,The metabolism,decrease,Methsuximide,Citalopram
10492,18336,10492,The metabolism,decrease,Methylphenidate,Citalopram
10493,18338,10493,The metabolism,decrease,Methyltestosterone,Citalopram
10494,18340,10494,The risk or severity of adverse effects,increase,Metoclopramide,Citalopram
10495,18341,10495,The serum concentration,increase,Metoprolol,Citalopram
10496,18342,10496,the QTc - prolonging activities,increase,Metronidazole,Citalopram
10497,18343,10497,The metabolism,decrease,Mexiletine,Citalopram
10498,18344,10498,The metabolism,decrease,Mianserin,Citalopram
10499,18345,10499,The metabolism,decrease,Midazolam,Citalopram
10500,18346,10500,The metabolism,decrease,Midostaurin,Citalopram
10501,18347,10501,the QTc - prolonging activities,increase,Mifepristone,Citalopram
10502,18348,10502,the hypoglycemic activities,increase,Miglitol,Citalopram
10503,18349,10503,The risk or severity of adverse effects,increase,Minaprine,Citalopram
10504,18350,10504,the QTc - prolonging activities,increase,Mirabegron,Citalopram
10505,18352,10505,The serum concentration,decrease,Mitotane,Citalopram
10506,18353,10506,The serum concentration,increase,Moclobemide,Citalopram
10507,18354,10507,The serum concentration,increase,Modafinil,Citalopram
10508,18355,10508,The metabolism,decrease,Morphine,Citalopram
10509,18356,10509,The risk or severity of adverse effects,increase,Nabilone,Citalopram
10510,18357,10510,The metabolism,decrease,Nabiximols,Citalopram
10511,18358,10511,the antiplatelet activities,increase,Nabumetone,Citalopram
10512,18360,10512,The metabolism,decrease,Naproxen,Citalopram
10513,18361,10513,The risk or severity of adverse effects,increase,Naratriptan,Citalopram
10514,18362,10514,The metabolism,decrease,Nateglinide,Citalopram
10515,18363,10515,The serum concentration,increase,Nebivolol,Citalopram
10516,18364,10516,The metabolism,decrease,Nefazodone,Citalopram
10517,18365,10517,The serum concentration,increase,Netupitant,Citalopram
10518,18366,10518,The serum concentration,increase,Nicardipine,Citalopram
10519,18367,10519,The risk or severity of adverse effects,increase,Clozapine,Cladribine
10520,18368,10520,the cardiotoxic activities,increase,Cyclophosphamide,Cladribine
10521,18369,10521,the cardiotoxic activities,decrease,Digitoxin,Cladribine
10522,18370,10522,the cardiotoxic activities,decrease,Digoxin,Cladribine
10523,18371,10523,The risk or severity of adverse effects,increase,Docetaxel,Cladribine
10524,18372,10524,The serum concentration,increase,Eltrombopag,Cladribine
10525,18375,10525,The risk or severity of adverse effects,increase,Leflunomide,Cladribine
10526,18377,10526,The metabolism,decrease,Clemastine,Clarithromycin
10527,18379,10527,The metabolism,decrease,Clofazimine,Clarithromycin
10528,18380,10528,The metabolism,decrease,Clofibrate,Clarithromycin
10529,18381,10529,The metabolism,decrease,Clomipramine,Clarithromycin
10530,18382,10530,The metabolism,decrease,Clonazepam,Clarithromycin
10531,18383,10531,The metabolism,decrease,Clonidine,Clarithromycin
10532,18384,10532,The metabolism,decrease,Clopidogrel,Clarithromycin
10533,18386,10533,The metabolism,decrease,Clotiazepam,Clarithromycin
10534,18387,10534,The metabolism,decrease,Clotrimazole,Clarithromycin
10535,18388,10535,The metabolism,decrease,Clozapine,Clarithromycin
10536,18390,10536,The metabolism,decrease,Cocaine,Clarithromycin
10537,18391,10537,The metabolism,decrease,Codeine,Clarithromycin
10538,18392,10538,The serum concentration,increase,Colchicine,Clarithromycin
10539,18393,10539,The serum concentration,increase,Conivaptan,Clarithromycin
10540,18396,10540,The serum concentration,increase,Crizotinib,Clarithromycin
10541,18397,10541,The metabolism,decrease,Cyclobenzaprine,Clarithromycin
10542,18398,10542,The metabolism,decrease,Cyclophosphamide,Clarithromycin
10543,18399,10543,The metabolism,decrease,Cyclosporine,Clarithromycin
10544,18400,10544,The metabolism,decrease,Cytarabine,Clarithromycin
10545,18402,10545,The serum concentration,decrease,Dabrafenib,Clarithromycin
10546,18404,10546,The metabolism,decrease,Dapagliflozin,Clarithromycin
10547,18405,10547,The metabolism,decrease,Darifenacin,Clarithromycin
10548,18406,10548,The serum concentration,increase,Dasatinib,Clarithromycin
10549,18407,10549,The metabolism,decrease,Daunorubicin,Clarithromycin
10550,18408,10550,the QTc - prolonging activities,increase,Desipramine,Clarithromycin
10551,18410,10551,the QTc - prolonging activities,increase,Deutetrabenazine,Clarithromycin
10552,18411,10552,The metabolism,decrease,Dexamethasone,Clarithromycin
10553,18414,10553,The metabolism,decrease,Dextromethorphan,Clarithromycin
10554,18415,10554,The metabolism,decrease,Dextropropoxyphene,Clarithromycin
10555,18416,10555,The metabolism,decrease,Diazepam,Clarithromycin
10556,18417,10556,The metabolism,decrease,Diclofenac,Clarithromycin
10557,18419,10557,The serum concentration,increase,Dienogest,Clarithromycin
10558,18420,10558,The metabolism,decrease,Digitoxin,Clarithromycin
10559,18421,10559,The metabolism,decrease,Digoxin,Clarithromycin
10560,18422,10560,The serum concentration,increase,Dihydroergotamine,Clarithromycin
10561,18423,10561,The metabolism,decrease,Diltiazem,Clarithromycin
10562,18424,10562,the QTc - prolonging activities,increase,Diphenhydramine,Clarithromycin
10563,18425,10563,the QTc - prolonging activities,increase,Disopyramide,Clarithromycin
10564,18426,10564,The metabolism,decrease,Disulfiram,Clarithromycin
10565,18427,10565,The metabolism,decrease,Docetaxel,Clarithromycin
