,Unnamed: 0,index,id,name,target,enzyme,smile_string,smile,gene,disease
295,613,295,DB00788,Naproxen,P23219|Q51911|P35354,P11712|P05177|P10632|P16662|P35503|P19224|Q9HAW7|Q9HAW9|O60656|Q9HAW8,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,1|203|283|322|389|650|695|718|781|807|835|841|875|900|921|1057|1257|1365|1380|1536|1750|1844|1853|1855|1873|1906|1917|1972|2021,CYP1A2|CYP2C19|CYP3A4|CBX1|PTGS2|CYP2D6|CYP2C9|ALB|CXCL8|PTGS1|PLAT|SAA1,MESH:D058186|MESH:D000419|MESH:D000740|MESH:D000741|MESH:D000743|MESH:D018798|MESH:D000799|MESH:D001168|MESH:D001171|MESH:D015535|MESH:D001172|MESH:D001259|MESH:D001265|MESH:D001284|MESH:D053099|MESH:D001416|MESH:D001424|MESH:D001768|MESH:D002375|MESH:D002389|MESH:D056486|MESH:D023341|MESH:D002761|MESH:D002921|MESH:D002971|MESH:D002972|MESH:D003072|MESH:D017453|MESH:D003921|MESH:D006970|MESH:D004244|MESH:D003875|MESH:D064420|MESH:D004487|MESH:D004715|MESH:D004802|MESH:D005076|MESH:D005221|MESH:D005311|MESH:D005334|MESH:D005355|MESH:D005767|MESH:D006471|MESH:D015433|MESH:D006261|MESH:D006319|MESH:D003639|MESH:D006330|MESH:D006417|MESH:D022124|MESH:D006947|MESH:D006973|MESH:D006976|MESH:D034141|MESH:D006994|MESH:D007003|MESH:D007235|MESH:D007249|MESH:D015212|MESH:D007410|MESH:D007418|MESH:D007565|MESH:D007592|MESH:C536312|MESH:D007676|MESH:D007681|MESH:D007683|MESH:D008107|MESH:D017114|MESH:D017116|MESH:D008582|MESH:D008881|MESH:D052016|MESH:D009127|MESH:D009203|MESH:D009325|MESH:D009393|MESH:D009395|MESH:D009404|MESH:D009503|MESH:D009765|MESH:D007752|MESH:D009846|MESH:D010003|MESH:D015207|MESH:D010146|MESH:D010149|MESH:D010292|MESH:D010300|MESH:D010437|MESH:D010523|MESH:D047928|MESH:D011507|MESH:D011654|MESH:D011704|MESH:D012008|MESH:D051437|MESH:D012872|MESH:D013035|MESH:D013167|MESH:D013262|MESH:D013272|MESH:D013276|MESH:D013375|MESH:D013585|MESH:D014012|MESH:D014581|MESH:D014657|MESH:D018366|MESH:D014839|MESH:D014987
296,617,296,DB01156,Bupropion,Q01959|P23975|P32297|P46098,P20813|P10635|P11712|P05181,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,1|54|114|165|216|283|329|386|392|561|592|603|650|807|875|932|989|1039|1057|1088|1152|1380|1385|1548|1623|1683|1716|1750|1858|1873|1917|1985,CYP2A6|SLC6A2|DRD1|GALR1|DRD2|ANKK1|COMT|SACM1L|SLC6A3|EPB41|PRL|HTR2A|ACE|SLC18A2|SLC6A4|FKBP5|DBH,MESH:D000014|MESH:D000647|MESH:D000648|MESH:D019969|MESH:D000799|MESH:D015875|MESH:D001008|MESH:D001145|MESH:D001247|MESH:D001289|MESH:D001416|MESH:D001649|MESH:D001714|MESH:D001919|MESH:D056486|MESH:D002637|MESH:D002779|MESH:D019970|MESH:D003128|MESH:D003329|MESH:D003680|MESH:D003693|MESH:D003866|MESH:D003865|MESH:D003967|MESH:D004244|MESH:D003875|MESH:D062787|MESH:D064420|MESH:D004409|MESH:D019263|MESH:D004421|MESH:D004802|MESH:D004830|MESH:D007172|MESH:D005076|MESH:D005221|MESH:D001068|MESH:D005315|MESH:D006212|MESH:D006261|MESH:D006323|MESH:D006330|MESH:D006463|MESH:D006948|MESH:D006973|MESH:D007010|MESH:D007024|MESH:D007431|MESH:D007565|MESH:D017093|MESH:D008173|MESH:D001523|MESH:D019964|MESH:D015878|MESH:D009203|MESH:D017202|MESH:D009207|MESH:D009220|MESH:D009325|MESH:D009459|MESH:D016584|MESH:D010292|MESH:D020734|MESH:D010842|MESH:D011297|MESH:D011537|MESH:D011595|MESH:D011618|MESH:D011697|MESH:D012148|MESH:D012640|MESH:D012713|MESH:D020018|MESH:D012770|MESH:D007319|MESH:D012893|MESH:D013009|MESH:D016103|MESH:D013226|MESH:D013262|MESH:D020521|MESH:D013375|MESH:D013610|MESH:D013616|MESH:D014012|OMIM:188890|MESH:D014029|MESH:D014103|MESH:D014202|MESH:D020433|MESH:D014313|MESH:D014839|MESH:D015430|MESH:D015431|MESH:D014987
297,620,297,DB00441,Gemcitabine,P23921|P04818|P30085,P32320|P27707,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,62|80|222|251|297|314|378|424|485|577|606|610|640|650|656|688|694|807|935|973|1019|1060|1101|1171|1182|1257|1380|1457|1516|1522|1750|1764|1807|1855|1873|1887|1921|1928|1979|2042,TP53|SLC29A1|ATAT1|KLC3|NT5C2|XYLT2|SLC28A1|BRCA1|KRAS|RRM2B|ABCG2|CDA|MUCL3|DOCK8|RRM2|SMAD4|SERPINC1|AKT1|PPP1R13L|NT5C|HRAS|IDH1|PPP1R18|PRRC2A|SLC29A3|EGFR|SRC|CYP2C8|DCK|TGM2|ETS2|ATRX|SERPINA5|ERCC1|C6ORF15|POLR2A|DAPK1|SLC28A3|HLA-C|HCP5|FHL2|TNF|PPCDC|ERCC2|SLC29A2|RRM1|PSORS1C1|MSH5|POLR1G|NT5C3A|CMPK1|CDSN|NRG1|IGF2|ALG10|DCTD|PTEN|KDR|CHEK1|NRAS|RAF1|NT5C1A|GPX5|XRCC1|ERBB2|CBL|SH2D5|ESR2|PIK3CA|CIP2A|CASP7|FANCC|BRCA2|FKBP5|SLC28A2|CDC5L|ACSS2|TENT4A|CDKN2A|FGFR3|WEE1,MESH:D015746|MESH:D058186|MESH:D000230|MESH:D000505|MESH:D000707|MESH:D000740|MESH:D000743|MESH:D000855|MESH:D001025|MESH:D001037|MESH:D001247|MESH:D001259|MESH:D001281|MESH:D001282|MESH:D065766|MESH:D001342|MESH:D001661|MESH:D001766|MESH:D019575|MESH:D001855|MESH:D001943|MESH:D002037|MESH:D019559|MESH:D002277|MESH:D006528|MESH:D018287|MESH:D002289|MESH:D021441|MESH:D002292|MESH:D002294|MESH:D002295|MESH:D002305|MESH:D056486|MESH:D002637|MESH:D003072|MESH:D015179|MESH:D003221|MESH:D003680|MESH:D003681|MESH:D003967|MESH:D064420|MESH:D004417|MESH:D004487|MESH:D020345|MESH:D004890|MESH:D005076|MESH:D005221|MESH:D005334|MESH:D005767|MESH:D018237|MESH:D015433|MESH:D020275|MESH:D006261|MESH:D006331|MESH:D006333|MESH:D006402|MESH:D006461|MESH:D006463|MESH:D006689|MESH:D006932|MESH:D006947|MESH:D006973|MESH:D007010|MESH:D007022|MESH:D000860|MESH:D020244|MESH:D007511|MESH:D007674|MESH:D053609|MESH:D056784|MESH:D007970|MESH:D017093|MESH:D008113|MESH:D008171|MESH:D008175|MESH:D016403|MESH:D008228|MESH:D016399|MESH:D008231|MESH:D008654|MESH:D052016|MESH:D009101|MESH:D009135|MESH:D009203|MESH:D009207|MESH:D009325|MESH:D009336|MESH:D009362|MESH:D009364|MESH:D009369|MESH:D009374|MESH:D009382|MESH:D009422|MESH:D020258|MESH:D009503|MESH:D010051|MESH:D010146|MESH:D010190|MESH:D010292|MESH:D010490|MESH:D010523|MESH:D011014|MESH:D011471|MESH:D011654|MESH:D011697|MESH:D012008|MESH:D051437|MESH:D012128|MESH:D012206|MESH:D045743|MESH:D012640|MESH:D012770|MESH:D055752|MESH:D013280|MESH:D013617|MESH:D013921|MESH:D013927|MESH:D064726|MESH:D014511|MESH:D001749|MESH:D002583|MESH:D014657|MESH:D020246|MESH:D054141|MESH:D014786|MESH:D014839
298,623,298,DB01259,Lapatinib,P00533|P04626,P08684|P20815|P10632|P33261,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,80|94|107|113|121|182|191|230|250|255|329|350|366|378|397|481|489|491|532|536|561|629|650|656|667|692|695|699|708|714|720|745|794|843|875|888|896|961|991|1004|1038|1039|1057|1066|1088|1097|1110|1122|1152|1157|1160|1226|1357|1367|1380|1452|1457|1476|1487|1495|1581|1604|1670|1683|1750|1754|1810|1873|1928|1934|1937|1970|1990,EGFR|EEF2K|PGR|ERBB2|PIK3CA|SRC|MET|CDH1|CCND1|FGFR2|ESR2|YES1|ESR1|ERBB3|RET|HLA-DQA1|HLA-DRB1|AURKB|NRG1|CYP3A4|ERBB4|ABCB11|CYP3A5|BRAF|KRAS|BIRC5|CDKN1B,MESH:D001943|MESH:D056486|MESH:D009374|MESH:D010787|MESH:D013274|MESH:D018487
299,624,299,DB00694,Daunorubicin,P11388|Q02880,P08684|P20815|P04798|Q16678|P47989|P16435,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(C)=O)C(O)=C1C2=O,34|116|121|202|249|298|314|352|361|432|495|505|550|587|650|656|679|687|694|695|722|807|841|842|926|940|973|984|1017|1019|1039|1057|1060|1070|1085|1088|1154|1171|1204|1250|1257|1292|1309|1380|1381|1410|1476|1484|1487|1509|1536|1597|1602|1628|1648|1721|1733|1747|1750|1789|1815|1832|1862|1873|1917|1921|1970|1988,HDAC7|BLM|TOP2A|MAPT|TYMS|FLT3|RECQL|AR|KDM4E|USP1|LINC00251|NRP2|CBR1|HDAC2|HDAC5|WT1|UGT1A6|THRB|HDAC8|APEX1|EHMT2|HDAC10|TYMSOS|TOP2B|ABCB1|HTT|POLK|DROSHA|HDAC6|DOK5|SETD4|HDAC4|RUNX1|PNPLA3|FAS|HDAC11|SLC28A3|HDAC9|HDAC3|HDAC1|RARG|CBFB|BMP7|SLCO1B1|NOS3|TOP1|TP53|RPSA|APP|ATP7B|AKR1C4|DCK|ABCG2|ABCC1|GATA1|FMO3|AKR7A2|IKZF1|GSTP1|CYP1A1|CBR3|AKR1C3|GATA3|G6PD,MESH:D000014|MESH:D000230|MESH:D000740|MESH:D000741|MESH:D001145|MESH:D001201|MESH:D001416|MESH:D001847|MESH:D001855|MESH:D001929|MESH:D001932|MESH:D002051|MESH:D006528|MESH:D009202|MESH:D066126|MESH:D002471|MESH:D002493|MESH:D002526|MESH:D002543|MESH:D056486|MESH:D002637|MESH:D002779|MESH:D003967|MESH:D004195|MESH:D004342|MESH:D064420|MESH:D004719|MESH:D004890|MESH:D005334|MESH:D018226|MESH:D005355|MESH:D005921|MESH:D005923|MESH:D006261|MESH:D006331|MESH:D006333|MESH:D006402|MESH:D019337|MESH:D006470|MESH:D006504|MESH:D006937|MESH:D006949|MESH:D054559|MESH:D015228|MESH:D007019|MESH:D007022|MESH:D007235|MESH:D007239|MESH:D007674|MESH:D007676|MESH:D007938|MESH:D004915|MESH:D007942|MESH:D015470|MESH:D007952|MESH:D015473|MESH:D056784|MESH:D007970|MESH:D008107|MESH:D017093|MESH:D008133|MESH:D008228|MESH:D015674|MESH:D028361|MESH:D009069|MESH:D052016|MESH:D009205|MESH:D009336|MESH:D009369|MESH:D009401|MESH:D009404|MESH:D009422|MESH:D009503|MESH:D010182|MESH:D010243|MESH:D010292|MESH:D010493|MESH:D010523|MESH:D011014|MESH:D015452|MESH:D054198|MESH:D054218|MESH:D011252|MESH:D011507|MESH:D012640|MESH:D012770|MESH:D012804|MESH:D013280|MESH:D013616|MESH:D024801|MESH:D013921|MESH:D013927|MESH:D013952|MESH:D016171|MESH:D014202|MESH:D014652|MESH:D018754|MESH:D018487|MESH:D015431
300,627,300,DB01241,Gemfibrozil,Q07869|Q9Y6L6|Q8TCC7|O94956|Q9NPD5,P10632|P33261|P11712|P05177|P08684|P16662|P22309|P35503|O60656|P06133|O75795,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,13|80|87|114|235|389|392|650|695|790|807|875|948|964|1013|1057|1110|1225|1308|1380|1391|1452|1518|1612|1691|1722|1750|1823|1873|1911|1913|1917|1970|1977,LPL|JUN|SLCO1B1|PPARA|CYP2C9|LDLR|LEP|IL6|ACE|BDNF,MESH:D058186|MESH:D001002|MESH:D018771|MESH:D001168|MESH:D050197|MESH:D001416|MESH:D002318|MESH:D056486|MESH:D002769|MESH:D002780|MESH:D003161|MESH:D003324|MESH:D003327|MESH:D023921|MESH:D064420|MESH:D050171|MESH:D007172|MESH:D006261|MESH:D006505|MESH:D006529|MESH:D006937|MESH:D006949|MESH:D006938|MESH:D006953|MESH:D015228|MESH:D052456|MESH:D041781|MESH:D008113|MESH:D028361|MESH:D018908|MESH:D009135|MESH:D009220|MESH:D011928|MESH:D051437|MESH:D012206|MESH:D012735|MESH:D013585|MESH:D013924
301,628,301,DB00557,Hydroxyzine,P35367|Q12809,P10635|P08684|P20815,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,1|13|15|74|80|216|222|389|461|473|533|561|653|691|695|807|816|926|935|1069|1070|1088|1145|1199|1265|1321|1364|1365|1369|1380|1480|1482|1581|1627|1683|1750|1791|1853|1873|1992,CYP3A5|HRH1|CYP2C19|CYP1A2|CYP2C9|CYP2D6|CYP3A4|KCNH2,MESH:D001008|MESH:D001145|MESH:D002389|MESH:D002819|MESH:D018856|MESH:D006970|MESH:D006529|MESH:D006967|MESH:D007022|MESH:D008133|MESH:D010689|MESH:D011317|MESH:D011537|MESH:D012220|MESH:D012640|MESH:D013375|MESH:D013575|MESH:D013610|MESH:D013617|MESH:D016171|MESH:D014581
302,630,302,DB00741,Hydrocortisone,P04150|P04083,P08684|P20815|P24462|P15538|P19099|P10632|P51857|P31213|P80365|P28845|P11509|Q16678|P20813|P11712|P33261,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,51|80|84|88|182|222|242|314|315|408|479|504|519|529|622|650|679|807|841|849|897|926|1009|1019|1057|1060|1154|1162|1219|1227|1257|1274|1286|1307|1325|1380|1436|1489|1531|1604|1612|1664|1738|1762|1797|1873|1884|1917|1938|1997,ERBB2|NFE2L2|ANXA1|NR3C1|NR1I2|HSD17B10|VDR|CYP3A4|NFKB1|DEFA1|HIF1A|TGFB1|ARNT|APOB|PC|F9|AR|PTPRC|PLAU|SFTPA1|NPPC|SMAD2|TYMS|GAL|IL1B|JAG1|ITGAM|HSD11B2|HAS3|AGT|ABCB1|CCL17|NR5A1|TSC22D3|NOTCH1|ADA|MMP1,MESH:C562707|MESH:C565662|MESH:D055371|MESH:D000224|MESH:D000309|MESH:D000405|MESH:D000471|MESH:D000506|MESH:D000707|MESH:D000744|MESH:D000799|MESH:D001037|MESH:C537422|MESH:D001145|MESH:D001170|MESH:D001172|MESH:D001249|MESH:D001284|MESH:D001342|MESH:D001714|MESH:D001766|MESH:D001927|MESH:D001929|MESH:D001943|MESH:D002051|MESH:D006332|MESH:D002375|MESH:D016543|MESH:D002972|MESH:D019970|MESH:D003072|MESH:D019465|MESH:D003424|MESH:D003480|MESH:D003866|MESH:D003865|MESH:D017449|MESH:D003877|MESH:D003967|MESH:D004342|MESH:D064420|MESH:D004417|MESH:D004485|MESH:D004487|MESH:D004681|MESH:D007172|MESH:D000075222|MESH:D018149|MESH:D034381|MESH:D006323|MESH:D006331|MESH:D006333|MESH:D006470|MESH:D006556|MESH:D006934|MESH:D006965|MESH:D006968|MESH:D006973|MESH:D006977|MESH:D006984|MESH:D007008|MESH:D007010|MESH:D007018|MESH:D007022|MESH:D007024|MESH:D007333|MESH:D007938|MESH:D015451|MESH:D056784|MESH:D008133|MESH:D008171|MESH:D008569|MESH:D008581|MESH:D001523|MESH:D018908|MESH:D009133|MESH:D009135|MESH:D009187|MESH:D017202|MESH:D009362|MESH:D009400|MESH:D009503|MESH:D009765|MESH:D010033|MESH:D010243|MESH:D010264|MESH:D010291|MESH:D010689|MESH:D011141|MESH:D015452|MESH:D054198|MESH:D054218|MESH:D011297|MESH:D011471|MESH:D064129|MESH:D016553|MESH:D011704|MESH:D011843|MESH:D012008|MESH:D051437|MESH:D012131|MESH:D015356|MESH:D012206|MESH:D012208|MESH:D012393|MESH:D012640|MESH:D012769|MESH:D012771|MESH:D012772|MESH:D012871|MESH:D013224|MESH:D020521|MESH:D013375|MESH:D018746|MESH:D013684|MESH:D013924|MESH:D014581|MESH:D014652|MESH:D014839|MESH:D015430|MESH:D015431
303,631,303,DB00563,Methotrexate,P00374|P04818|P31939,P00374|Q06278|P42898|P52209|Q05932|P04818|P31939|Q92820|P08684,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,1|23|80|97|117|321|343|378|389|409|486|507|600|611|650|724|736|739|807|881|955|960|1057|1096|1101|1102|1152|1163|1171|1240|1287|1380|1385|1401|1435|1452|1457|1459|1535|1555|1557|1564|1578|1624|1665|1671|1697|1701|1724|1737|1750|1844|1855|1873|1917|1959|2021|2035,POLH|ABCC4|IDH1|ABCC3|FOXP3|ABCC2|FOLH1|SLC22A9|ABCC1|TP53|FOLR1|PPARG|CYP2C19|CYP2D6|TARDBP|CYP2C9|SPECC1L|POLI|ABCG2|TYMS|ADORA2A-AS1|ATIC|CCND1|VDR|CYP3A4|TPM3|AFP|GGH|SHMT1|SLC46A1|HSD17B10|ADORA2A|SULT2A1|SLCO1B1|HLA-E|NTRK1|MTRR|MPHOSPH8|CYP1A2|LINC00251|EHMT2|NFE2L2|NOS3|POLB|APEX1|ALOX5|NR3C1|BAX|DHFR|DOK5|ITPA|NOTCH1|HLA-C|SLCO1A2|DROSHA|FCGR3B|ADA|SLAMF1|SLC19A1|ENOSF1|AMPD1|BMP7|RB1|TNFAIP3|SLC16A7|SLCO1B3|ATP5F1E|NCOA3|SLC22A8|KLRD1|UGT1A8|HSPB2|S100A12|UGT1A6|S100A8|UGT1A4|E2F1|FLT3|PACSIN2|UGT1A3|NALCN|HGF|TLR4|UGT1A1|ICAM3|IL1RN|UGT1A10|PYGL|PTPRM|CDKN1B|KCNA1|GSTM1|SLC22A11|KIR2DS4|TAT|FGFR4|HLA-G|UGT1A7|BIRC5|FPGS|GLS|GATA3|UGT1A9|SOD2|ARID5B|IL2|UGT1A5|IKZF1,MESH:D015746|MESH:D020434|MESH:D000014|MESH:D000015|MESH:D058186|MESH:D000230|MESH:D000370|MESH:D000380|MESH:D000381|MESH:D000405|MESH:D020237|MESH:D000505|MESH:C538250|MESH:D000707|MESH:D000740|MESH:D000741|MESH:D000743|MESH:D000744|MESH:D000749|MESH:D000754|MESH:D000799|MESH:D000855|MESH:D001002|MESH:D001037|MESH:D020240|MESH:D001100|MESH:D018771|MESH:D001168|MESH:D001169|MESH:D001171|MESH:D015535|MESH:D016918|MESH:D001172|MESH:D001201|MESH:D001249|MESH:D001259|MESH:D001284|MESH:D001327|MESH:D053099|MESH:D001416|MESH:D001424|MESH:D001766|MESH:D001768|MESH:D001847|MESH:D001848|MESH:D001855|MESH:D000080983|MESH:D019046|MESH:D001859|MESH:D001919|MESH:D001922|MESH:D001926|MESH:D001927|MESH:D001929|MESH:D001932|MESH:D001943|MESH:D002037|MESH:D002051|MESH:D002114|MESH:D002277|MESH:D002280|MESH:D002283|MESH:D018270|MESH:D002286|MESH:D006528|MESH:D002289|MESH:D002294|MESH:D002295|MESH:D005117|MESH:D002305|MESH:D009202|MESH:D018376|MESH:D002318|MESH:D002357|MESH:D002493|MESH:D016543|MESH:D002526|MESH:D002543|MESH:D002544|MESH:D058565|MESH:D056486|MESH:D023341|MESH:D018281|MESH:D002779|MESH:D002813|MESH:D002819|MESH:D002869|MESH:D002972|MESH:D003072|MESH:D003085|MESH:D003092|MESH:D003110|MESH:D015179|MESH:D003117|MESH:D003128|MESH:D003221|MESH:D003231|MESH:D003244|MESH:D003248|MESH:D003371|MESH:D003389|MESH:D019465|MESH:D017675|MESH:D003424|MESH:D003550|MESH:D003556|MESH:D003560|MESH:D003655|MESH:D003680|MESH:D003693|MESH:D003704|MESH:D003711|MESH:D003866|MESH:D003872|MESH:D003873|MESH:D003882|MESH:D002658|MESH:D018500|MESH:D003930|MESH:D003967|MESH:D004172|MESH:D004195|MESH:D006970|MESH:D004244|MESH:D003875|MESH:D004342|MESH:D062787|MESH:D064420|MESH:D004401|MESH:D004415|MESH:D053159|MESH:D004487|MESH:D004660|MESH:D004679|MESH:D058625|MESH:D004751|MESH:D004806|MESH:D004828|MESH:D004827|MESH:D017029|MESH:D004833|MESH:D004830|MESH:D007172|MESH:D004890|MESH:D005076|MESH:D005134|MESH:D005158|MESH:D010505|MESH:D005221|MESH:D005234|MESH:D005313|MESH:D005317|MESH:D005334|MESH:D005355|MESH:D020233|MESH:D005706|MESH:D005759|MESH:D005767|MESH:D006471|MESH:D005833|MESH:D005910|MESH:D005911|MESH:D044882|MESH:D006086|MESH:D014890|MESH:D006130|MESH:D006261|MESH:D006258|MESH:D006333|MESH:D018325|MESH:D006402|MESH:D006406|MESH:D006417|MESH:D006429|MESH:D006470|MESH:D006486|MESH:D006501|MESH:D048550|MESH:D006504|MESH:D006529|MESH:D006562|MESH:D015620|MESH:D006689|MESH:D016142|MESH:D022124|MESH:D006932|MESH:D006940|MESH:D020138|MESH:D006965|MESH:D006972|MESH:D006973|MESH:D006975|MESH:D006983|MESH:D007003|MESH:D007007|MESH:D007008|MESH:D007022|MESH:D007035|MESH:D007039|MESH:D007040|MESH:D045823|MESH:D007177|MESH:D007239|MESH:D007247|MESH:D007249|MESH:D015212|MESH:D008607|MESH:D007410|MESH:D002546|MESH:D007565|MESH:D007592|MESH:D007674|MESH:D018285|MESH:D020232|MESH:D007805|MESH:D007859|MESH:D053609|MESH:D007938|MESH:D015451|MESH:D007945|MESH:D015470|MESH:D015473|MESH:D056784|MESH:D007970|MESH:D017880|MESH:D008103|MESH:D008105|MESH:D008106|MESH:D008107|MESH:D017093|MESH:D017114|MESH:D008113|MESH:D008171|MESH:D017563|MESH:D055370|MESH:D008175|MESH:D008180|MESH:D008223|MESH:D016483|MESH:D016393|MESH:D016403|MESH:D017728|MESH:D016400|MESH:D008228|MESH:D016399|MESH:D016410|MESH:D008232|MESH:D008527|MESH:D008551|MESH:D008569|MESH:D055756|MESH:D008577|MESH:D008581|MESH:D008582|MESH:D008844|MESH:D055953|MESH:D019964|MESH:D016472|MESH:D009059|MESH:D052016|MESH:D009101|MESH:D009123|MESH:D009127|MESH:D009128|MESH:D018908|MESH:D009135|MESH:D009155|MESH:D009181|MESH:D017590|MESH:D009187|MESH:D009188|MESH:D017202|MESH:D009220|MESH:D009298|MESH:D009325|MESH:D009336|MESH:D009362|MESH:D009364|MESH:D009374|MESH:D009381|MESH:D009389|MESH:D009410|MESH:D009422|MESH:D009423|MESH:D009436|MESH:D019636|MESH:D017599|MESH:D009461|MESH:D020258|MESH:D009503|MESH:D009759|MESH:D015814|MESH:D015835|MESH:D009896|MESH:D009901|MESH:D019226|MESH:D010019|MESH:D010024|MESH:D012516|MESH:D010051|MESH:D010146|MESH:D010198|MESH:D010211|MESH:D010243|MESH:D010255|MESH:D020335|MESH:D010264|MESH:D010291|MESH:D010292|MESH:D010302|MESH:D010307|MESH:D010391|MESH:D010468|MESH:D010490|MESH:D010493|MESH:D010523|MESH:D010538|MESH:D018458|MESH:D010787|MESH:D010916|MESH:D058226|MESH:D010995|MESH:D010996|MESH:D010998|MESH:D011014|MESH:D011020|MESH:D010488|MESH:D017285|MESH:D011115|MESH:D011128|MESH:D011141|MESH:D017119|MESH:D054038|MESH:D015452|MESH:D054198|MESH:D054218|MESH:D011248|MESH:D011271|MESH:D011297|MESH:D049188|MESH:D011471|MESH:D011507|MESH:D011537|MESH:D020828|MESH:D019310|MESH:D011565|MESH:D029424|MESH:D011654|MESH:D011655|MESH:D011693|MESH:D011782|MESH:D011832|MESH:D011843|MESH:D012008|MESH:D012021|MESH:D051437|MESH:D012131|MESH:D012141|MESH:C538370|MESH:D012208|MESH:D012213|MESH:D020225|MESH:D012509|MESH:D012510|MESH:D012598|MESH:D012607|MESH:D012640|MESH:D012678|MESH:D018805|MESH:D012798|MESH:D012817|MESH:D012859|MESH:D012871|MESH:D012874|MESH:D017445|MESH:D012878|MESH:D007319|MESH:D012893|MESH:D055752|MESH:D012983|MESH:D013064|MESH:D013118|MESH:D013122|MESH:D013158|MESH:D013163|MESH:D025242|MESH:D013167|MESH:D000077195|MESH:D013226|MESH:D013262|MESH:D016706|MESH:D013274|MESH:D013280|MESH:D013281|MESH:D020521|MESH:D053608|MESH:D013471|MESH:D013576|MESH:D013577|MESH:D013585|MESH:D056647|MESH:D013651|MESH:D064793|MESH:D013724|MESH:D013899|MESH:D013921|MESH:D013927|MESH:D014202|MESH:D014328|MESH:D014474|MESH:D014523|MESH:D001749|MESH:D001750|MESH:D014549|MESH:D016055|MESH:D002583|MESH:D014594|MESH:D014605|MESH:D014652|MESH:D014657|MESH:D018366|MESH:D020246|MESH:D018879|MESH:D014717|MESH:D014786|MESH:D014839|MESH:D014883|MESH:D015431
304,632,304,DB00270,Isradipine,Q13936|P54289|Q08289|O95180|Q9NY47|Q01668|Q13698,P08684,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,1|16|69|124|145|217|283|289|371|378|425|585|650|656|695|807|841|876|878|906|1005|1019|1027|1039|1057|1060|1088|1097|1106|1114|1152|1167|1171|1238|1380|1464|1508|1542|1651|1722|1724|1750|1873|1894|1917|1978|2031,NR1I2|CACNA1F|CYP3A4|CACNA2D1|CACNA1C|CACNA1D|CACNA1S,MESH:D019969|MESH:D000787|MESH:D000799|MESH:D001259|MESH:D050197|MESH:D001919|MESH:D002545|MESH:D002312|MESH:D056486|MESH:D019970|MESH:D003327|MESH:D004244|MESH:D004401|MESH:D004487|MESH:D005483|MESH:D006261|MESH:D006323|MESH:D006331|MESH:D006333|MESH:D006965|MESH:D006973|MESH:D007022|MESH:D007410|MESH:D053609|MESH:D009069|MESH:D018908|MESH:D009203|MESH:D011507|MESH:D020521|MESH:D013610|MESH:D020301
305,636,305,DB00845,Clofazimine,P37231|P22001,P08684|P20815|P10632|P10635,CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1,1|45|58|191|216|233|283|289|321|335|357|378|419|491|530|561|623|725|737|816|819|843|863|875|935|980|1028|1044|1057|1070|1088|1097|1142|1152|1199|1224|1285|1311|1380|1509|1524|1683|1692|1750|1825|1855|1873|1916|1993|2027,KDM4A|CBX1|CYP2D6|EHMT2|EYA2,MESH:D015746|MESH:D000380|MESH:D000741|MESH:D000743|MESH:D001851|MESH:D009202|MESH:D003967|MESH:D064420|MESH:D007008|MESH:D007918|MESH:D015439|MESH:D015440|MESH:D056006|MESH:D010020|MESH:D017511|MESH:D013159
306,637,306,DB01161,Chloroprocaine,Q9Y5Y9|Q01959,P06276,CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1,13|67|80|145|147|251|294|366|561|620|647|650|695|807|875|881|888|932|1057|1147|1168|1171|1196|1308|1380|1457|1592|1668|1673|1683|1750|1873|1896|1917|1951|1981|1991,ATP1A1|CYB5R3|SCN10A|G6PD,MESH:D001416|MESH:D001919|MESH:D002493|MESH:D004487|MESH:D004830|MESH:D006987|MESH:D007022|MESH:D009120|MESH:D009422|MESH:D020258|MESH:D010146|MESH:D016584|MESH:D010243|MESH:D010246|MESH:D012131|MESH:D012640|MESH:D013035|MESH:D013118|MESH:D014581
