,Unnamed: 0,index,mechanism,action,drugA,drugB
19629,19715,19715,The metabolism,decrease,Dosulepin,Clopidogrel
19630,19716,19716,The metabolism,decrease,Doxorubicin,Clopidogrel
19631,19717,19717,The metabolism,decrease,Doxycycline,Clopidogrel
19632,19718,19718,The metabolism,decrease,Dronedarone,Clopidogrel
19633,19719,19719,The therapeutic efficacy,decrease,Efonidipine,Clopidogrel
19634,19720,19720,The metabolism,decrease,Enasidenib,Clopidogrel
19635,19721,19721,The serum concentration,decrease,Enzalutamide,Clopidogrel
19636,19722,19722,The metabolism,decrease,Epinastine,Clopidogrel
19637,19723,19723,the anticoagulant activities,increase,Epoprostenol,Clopidogrel
19638,19724,19724,The serum concentration of the active metabolites,reduce,Eslicarbazepineacetate,Clopidogrel
19639,19725,19725,The metabolism,decrease,Clopidogrel,Estrone
19640,19726,19726,The therapeutic efficacy,decrease,Clopidogrel,Ethosuximide
19641,19727,19727,The metabolism,decrease,Clopidogrel,Ethylmorphine
19642,19728,19728,The therapeutic efficacy,decrease,Clopidogrel,Felodipine
19643,19729,19729,The metabolism,decrease,Clopidogrel,Floxuridine
19644,19730,19730,The therapeutic efficacy,decrease,Clopidogrel,Flunarizine
19645,19731,19731,The metabolism,decrease,Clopidogrel,Flunitrazepam
19646,19732,19732,The metabolism,decrease,Clopidogrel,Fluorouracil
19647,19733,19733,The serum concentration of the active metabolites,reduce,Clopidogrel,Fluoxetine
19648,19734,19734,The metabolism,decrease,Fluvastatin,Clopidogrel
19649,19735,19735,The risk or severity of adverse effects,increase,Fluvoxamine,Clopidogrel
19650,19736,19736,The metabolism,increase,Fosphenytoin,Clopidogrel
19651,19737,19737,The therapeutic efficacy,decrease,Gabapentin,Clopidogrel
19652,19738,19738,The serum concentration of the active metabolites,reduce,Gemfibrozil,Clopidogrel
19653,19739,19739,the antiplatelet activities,increase,Clopidogrel,Glucosamine
19654,19740,19740,The metabolism,decrease,Clopidogrel,Halothane
19655,19741,19741,The risk or severity of adverse effects,increase,Clopidogrel,Ibrutinib
19656,19742,19742,The metabolism,decrease,Clopidogrel,Ifosfamide
19657,19743,19743,The metabolism,decrease,Clopidogrel,Imatinib
19658,19744,19744,The metabolism,decrease,Clopidogrel,Imipramine
19659,19745,19745,The metabolism,decrease,Clopidogrel,Irbesartan
19660,19746,19746,The metabolism,decrease,Clopidogrel,Irinotecan
19661,19747,19747,The serum concentration,increase,Clopidogrel,Isavuconazole
19662,19748,19748,The metabolism,decrease,Clopidogrel,Isoflurane
19663,19749,19749,The serum concentration of the active metabolites,reduce,Clopidogrel,Isoniazid
19664,19750,19750,The therapeutic efficacy,decrease,Isradipine,Clopidogrel
19665,19751,19751,The metabolism,decrease,Itraconazole,Clopidogrel
19666,19752,19752,The serum concentration,increase,Ivacaftor,Clopidogrel
19667,19753,19753,The metabolism,decrease,Ketamine,Clopidogrel
19668,19754,19754,The metabolism,decrease,Ketobemidone,Clopidogrel
19669,19755,19755,The serum concentration of the active metabolites,reduce,Ketoconazole,Clopidogrel
19670,19756,19756,The therapeutic efficacy,decrease,Clopidogrel,Lamotrigine
19671,19757,19757,The serum concentration of the active metabolites,reduce,Clopidogrel,Lansoprazole
19672,19758,19758,The metabolism,decrease,Leflunomide,Clopidogrel
19673,19759,19759,The therapeutic efficacy,decrease,Lercanidipine,Clopidogrel
19674,19760,19760,The metabolism,decrease,Lidocaine,Clopidogrel
19675,19761,19761,The serum concentration of the active metabolites,reduce,Lobeglitazone,Clopidogrel
19676,19762,19762,The therapeutic efficacy,decrease,Clopidogrel,Loperamide
19677,19763,19763,The metabolism,decrease,Clopidogrel,Lorcaserin
19678,19764,19764,The serum concentration,increase,Clopidogrel,Lorpiprazole
19679,19765,19765,The metabolism,decrease,Clopidogrel,Losartan
19680,19766,19766,The metabolism,decrease,Clopidogrel,Lovastatin
19681,19767,19767,The serum concentration,decrease,Clopidogrel,Lumacaftor
19682,19768,19768,The metabolism,decrease,Clopidogrel,Malathion
19683,19769,19769,The metabolism,decrease,Clopidogrel,Methadone
19684,19770,19770,The metabolism,decrease,Clopidogrel,Methoxyflurane
19685,19771,19771,The therapeutic efficacy,decrease,Clopidogrel,Methsuximide
19686,19772,19772,The metabolism,decrease,Clopidogrel,Methylphenobarbital
19687,19773,19773,The metabolism,decrease,Clopidogrel,Methyltestosterone
19688,19774,19774,The metabolism,decrease,Clopidogrel,Mexiletine
19689,19775,19775,The metabolism,decrease,Clopidogrel,Mianserin
19690,19776,19776,The metabolism,decrease,Clopidogrel,Midazolam
19691,19777,19777,The metabolism,decrease,Clopidogrel,Midostaurin
19692,19778,19778,The serum concentration,increase,Clopidogrel,Mifepristone
19693,19779,19779,The serum concentration,decrease,Clopidogrel,Mitotane
19694,19780,19780,The serum concentration of the active metabolites,reduce,Clopidogrel,Moclobemide
19695,19781,19781,The serum concentration of the active metabolites,reduce,Modafinil,Clopidogrel
19696,19782,19782,The metabolism,decrease,Clopidogrel,Nefazodone
19697,19783,19783,The serum concentration,increase,Clopidogrel,Netupitant
19698,19784,19784,The serum concentration of the active metabolites,reduce,Clopidogrel,Nicardipine
19699,19785,19785,The metabolism,decrease,Clotrimazole,Clorazepate
19700,19786,19786,The risk or severity of adverse effects,increase,Clozapine,Clorazepate
19701,19787,19787,The risk or severity of adverse effects,increase,Cocaine,Clorazepate
19702,19788,19788,The risk or severity of adverse effects,increase,Codeine,Clorazepate
19703,19789,19789,The serum concentration,increase,Conivaptan,Clorazepate
19704,19790,19790,The metabolism,decrease,Crizotinib,Clorazepate
19705,19791,19791,The risk or severity of adverse effects,increase,Cyclizine,Clorazepate
19706,19792,19792,The risk or severity of adverse effects,increase,Cyclobenzaprine,Clorazepate
19707,19793,19793,The metabolism,decrease,Cyclosporine,Clorazepate
19708,19794,19794,The risk or severity of adverse effects,increase,Cyproheptadine,Clorazepate
19709,19795,19795,The serum concentration,decrease,Dabrafenib,Clorazepate
19710,19796,19796,The risk or severity of adverse effects,increase,Dantrolene,Clorazepate
19711,19797,19797,The serum concentration,increase,Dasatinib,Clorazepate
19712,19798,19798,The risk or severity of adverse effects,increase,Desipramine,Clorazepate
19713,19799,19799,The risk or severity of adverse effects,increase,Desloratadine,Clorazepate
19714,19800,19800,The risk or severity of adverse effects,increase,Desvenlafaxine,Clorazepate
19715,19801,19801,The risk or severity of adverse effects,increase,Dexmedetomidine,Clorazepate
19716,19802,19802,The risk or severity of adverse effects,increase,Dextropropoxyphene,Clorazepate
19717,19803,19803,The risk or severity of adverse effects,increase,Diazepam,Clorazepate
19718,19804,19804,The metabolism,decrease,Dihydroergotamine,Clorazepate
19719,19805,19805,The metabolism,decrease,Diltiazem,Clorazepate
19720,19806,19806,The risk or severity of adverse effects,increase,Diphenhydramine,Clorazepate
19721,19807,19807,The risk or severity of adverse effects,increase,Doxepin,Clorazepate
19722,19808,19808,The metabolism,decrease,Doxycycline,Clorazepate
19723,19809,19809,the central nervous system depressant ( CNS depressant ) activities,increase,Doxylamine,Clorazepate
19724,19810,19810,the central nervous system depressant ( CNS depressant ) activities,increase,Dronabinol,Clorazepate
19725,19811,19811,The metabolism,decrease,Dronedarone,Clorazepate
19726,19812,19812,The risk or severity of adverse effects,increase,Duloxetine,Clorazepate
19727,19813,19813,The risk or severity of adverse effects,increase,Enflurane,Clorazepate
19728,19814,19814,The risk or severity of adverse effects,increase,Entacapone,Clorazepate
19729,19815,19815,The serum concentration,decrease,Enzalutamide,Clorazepate
19730,19816,19816,The metabolism,decrease,Erythromycin,Clorazepate
19731,19817,19817,The risk or severity of adverse effects,increase,Escitalopram,Clorazepate
19732,19818,19818,The risk or severity of adverse effects,increase,Estazolam,Clorazepate
19733,19819,19819,The risk or severity of adverse effects,increase,Eszopiclone,Clorazepate
19734,19820,19820,the central nervous system depressant ( CNS depressant ) activities,increase,Ethanol,Clorazepate
19735,19821,19821,The risk or severity of adverse effects,increase,Ethosuximide,Clorazepate
19736,19822,19822,The risk or severity of adverse effects,increase,Ethotoin,Clorazepate
19737,19823,19823,The risk or severity of adverse effects,increase,Ethylmorphine,Clorazepate
19738,19824,19824,The risk or severity of adverse effects,increase,Etizolam,Clorazepate
19739,19825,19825,The risk or severity of adverse effects,increase,Etomidate,Clorazepate
19740,19826,19826,The risk or severity of adverse effects,increase,Ezogabine,Clorazepate
19741,19827,19827,The risk or severity of adverse effects,increase,Felbamate,Clorazepate
19742,19828,19828,The risk or severity of adverse effects,increase,Fentanyl,Clorazepate
19743,19829,19829,The risk or severity of adverse effects,increase,Fexofenadine,Clorazepate
19744,19830,19830,The risk or severity of adverse effects,increase,Flibanserin,Clorazepate
19745,19831,19831,The risk or severity of adverse effects,increase,Flunarizine,Clorazepate
19746,19832,19832,The risk or severity of adverse effects,increase,Flunitrazepam,Clorazepate
19747,19833,19833,The risk or severity of adverse effects,increase,Fluoxetine,Clorazepate
19748,19834,19834,The risk or severity of adverse effects,increase,Flupentixol,Clorazepate
19749,19835,19835,The risk or severity of adverse effects,increase,Fluphenazine,Clorazepate
19750,19836,19836,The risk or severity of adverse effects,increase,Flurazepam,Clorazepate
19751,19837,19837,The risk or severity of adverse effects,increase,Fluticasonepropionate,Clorazepate
19752,19838,19838,The metabolism,decrease,Fluvoxamine,Clorazepate
19753,19839,19839,The serum concentration,increase,Fosphenytoin,Clorazepate
19754,19840,19840,The risk or severity of adverse effects,increase,Fospropofol,Clorazepate
19755,19841,19841,The risk or severity of adverse effects,increase,Gabapentin,Clorazepate
19756,19842,19842,The risk or severity of adverse effects,increase,Glutethimide,Clorazepate
19757,19843,19843,The risk or severity of adverse effects,increase,Guanfacine,Clorazepate
19758,19844,19844,The risk or severity of adverse effects,increase,Haloperidol,Clorazepate
19759,19845,19845,The risk or severity of adverse effects,increase,Halothane,Clorazepate
19760,19846,19846,The risk or severity of adverse effects,increase,Hexobarbital,Clorazepate
19761,19847,19847,the central nervous system depressant ( CNS depressant ) activities,increase,Hydrocodone,Clorazepate
19762,19848,19848,The risk or severity of adverse effects,increase,Hydromorphone,Clorazepate
19763,19849,19849,the central nervous system depressant ( CNS depressant ) activities,increase,Hydroxyzine,Clorazepate
19764,19850,19850,The risk or severity of adverse effects,increase,Iloperidone,Clorazepate
19765,19851,19851,The metabolism,decrease,Imatinib,Clorazepate
19766,19852,19852,The risk or severity of adverse effects,increase,Imipramine,Clorazepate
19767,19853,19853,The serum concentration,increase,Isavuconazole,Clorazepate
19768,19854,19854,The risk or severity of adverse effects,increase,Isoflurane,Clorazepate
19769,19855,19855,The metabolism,decrease,Isradipine,Clorazepate
19770,19856,19856,The metabolism,decrease,Itraconazole,Clorazepate
19771,19857,19857,The serum concentration,increase,Ivacaftor,Clorazepate
19772,19858,19858,The risk or severity of adverse effects,increase,Ketamine,Clorazepate
19773,19859,19859,The risk or severity of adverse effects,increase,Ketazolam,Clorazepate
19774,19860,19860,The risk or severity of adverse effects,increase,Ketobemidone,Clorazepate
19775,19861,19861,The metabolism,decrease,Ketoconazole,Clorazepate
19776,19862,19862,The risk or severity of adverse effects,increase,Lamotrigine,Clorazepate
19777,19863,19863,The risk or severity of adverse effects,increase,Levobupivacaine,Clorazepate
19778,19864,19864,The risk or severity of adverse effects,increase,Levocetirizine,Clorazepate
19779,19865,19865,The risk or severity of adverse effects,increase,Levodopa,Clorazepate
19780,19866,19866,The risk or severity of adverse effects,increase,Levomethadylacetate,Clorazepate
19781,19867,19867,The risk or severity of adverse effects,increase,Levomilnacipran,Clorazepate
19782,19868,19868,The risk or severity of adverse effects,increase,Lidocaine,Clorazepate
19783,19869,19869,The risk or severity of adverse effects,increase,Loratadine,Clorazepate
19784,19870,19870,The risk or severity of adverse effects,increase,Lorazepam,Clorazepate
19785,19871,19871,The serum concentration,increase,Lorpiprazole,Clorazepate
19786,19872,19872,The metabolism,decrease,Lovastatin,Clorazepate
19787,19873,19873,The metabolism,increase,Lumacaftor,Clorazepate
19788,19874,19874,The risk or severity of adverse effects,increase,Lurasidone,Clorazepate
19789,19875,19875,The risk or severity of adverse effects,increase,Maprotiline,Clorazepate
19790,19876,19876,The risk or severity of adverse effects,increase,Meclizine,Clorazepate
19791,19877,19877,The therapeutic efficacy,decrease,Mefloquine,Clorazepate
19792,19878,19878,The risk or severity of adverse effects,increase,Melatonin,Clorazepate
19793,19879,19879,The risk or severity of adverse effects,increase,Melperone,Clorazepate
19794,19880,19880,The risk or severity of adverse effects,increase,Meprobamate,Clorazepate
19795,19881,19881,The risk or severity of adverse effects,increase,Mesoridazine,Clorazepate
19796,19882,19882,the central nervous system depressant ( CNS depressant ) activities,increase,Methadone,Clorazepate
19797,19883,19883,the central nervous system depressant ( CNS depressant ) activities,increase,Methotrimeprazine,Clorazepate
19798,19884,19884,The risk or severity of adverse effects,increase,Methoxyflurane,Clorazepate
19799,19885,19885,The risk or severity of adverse effects,increase,Methsuximide,Clorazepate
19800,19886,19886,The risk or severity of adverse effects,increase,Methylphenobarbital,Clorazepate
19801,19887,19887,The therapeutic efficacy,decrease,Mianserin,Clorazepate
19802,19888,19888,The risk or severity of adverse effects,increase,Midazolam,Clorazepate
19803,19889,19889,The serum concentration,increase,Mifepristone,Clorazepate
19804,19890,19890,the central nervous system depressant ( CNS depressant ) activities,increase,Mirtazapine,Clorazepate
19805,19891,19891,The serum concentration,decrease,Mitotane,Clorazepate
19806,19892,19892,The risk or severity of adverse effects,increase,Morphine,Clorazepate
19807,19893,19893,the central nervous system depressant ( CNS depressant ) activities,increase,Nabilone,Clorazepate
19808,19894,19894,The metabolism,decrease,Nefazodone,Clorazepate
19809,19895,19895,The serum concentration,increase,Netupitant,Clorazepate
19810,19896,19896,The metabolism,decrease,Clotrimazole,Clotiazepam
19811,19897,19897,The serum concentration,increase,Conivaptan,Clotiazepam
19812,19898,19898,The metabolism,decrease,Crizotinib,Clotiazepam
19813,19899,19899,The metabolism,decrease,Cyclosporine,Clotiazepam
19814,19900,19900,The serum concentration,decrease,Dabrafenib,Clotiazepam
19815,19901,19901,The serum concentration,increase,Dasatinib,Clotiazepam
19816,19902,19902,The metabolism,decrease,Desipramine,Clotiazepam
19817,19903,19903,The risk or severity of adverse effects,increase,Dihydroergotamine,Clotiazepam
19818,19904,19904,The metabolism,decrease,Diltiazem,Clotiazepam
19819,19905,19905,The metabolism,decrease,Doxorubicin,Clotiazepam
19820,19906,19906,The metabolism,decrease,Doxycycline,Clotiazepam
19821,19907,19907,The metabolism,decrease,Dronedarone,Clotiazepam
19822,19908,19908,The serum concentration,decrease,Enzalutamide,Clotiazepam
19823,19909,19909,The risk or severity of adverse effects,increase,Ergonovine,Clotiazepam
19824,19910,19910,The risk or severity of adverse effects,increase,Ergotamine,Clotiazepam
19825,19911,19911,The metabolism,decrease,Erythromycin,Clotiazepam
19826,19912,19912,The metabolism,decrease,Eslicarbazepineacetate,Clotiazepam
19827,19913,19913,The metabolism,decrease,Esomeprazole,Clotiazepam
19828,19914,19914,The metabolism,decrease,Fluoxetine,Clotiazepam
19829,19915,19915,The serum concentration,increase,Fluvastatin,Clotiazepam
19830,19916,19916,The metabolism,decrease,Fluvoxamine,Clotiazepam
19831,19917,19917,The metabolism,increase,Fosphenytoin,Clotiazepam
19832,19918,19918,The metabolism,decrease,Gemfibrozil,Clotiazepam
19833,19919,19919,The serum concentration,increase,Ibrutinib,Clotiazepam
19834,19920,19920,The metabolism,decrease,Imatinib,Clotiazepam
19835,19921,19921,The serum concentration,increase,Isavuconazole,Clotiazepam
19836,19922,19922,The metabolism,decrease,Isoniazid,Clotiazepam
19837,19923,19923,The metabolism,decrease,Isradipine,Clotiazepam
19838,19924,19924,The metabolism,decrease,Itraconazole,Clotiazepam
19839,19925,19925,The serum concentration,increase,Ivacaftor,Clotiazepam
19840,19926,19926,The metabolism,decrease,Ketoconazole,Clotiazepam
19841,19927,19927,The risk or severity of adverse effects,increase,Lisuride,Clotiazepam
19842,19928,19928,The metabolism,decrease,Lobeglitazone,Clotiazepam
19843,19929,19929,The serum concentration,increase,Lorpiprazole,Clotiazepam
19844,19930,19930,The serum concentration,increase,Lovastatin,Clotiazepam
19845,19931,19931,The serum concentration,decrease,Lumacaftor,Clotiazepam
19846,19932,19932,The risk or severity of adverse effects,increase,Methylergometrine,Clotiazepam
19847,19933,19933,The serum concentration,increase,Mifepristone,Clotiazepam
19848,19934,19934,The serum concentration,decrease,Mitotane,Clotiazepam
19849,19935,19935,The metabolism,decrease,Moclobemide,Clotiazepam
19850,19936,19936,The metabolism,decrease,Modafinil,Clotiazepam
19851,19937,19937,The metabolism,decrease,Nefazodone,Clotiazepam
19852,19938,19938,The serum concentration,increase,Netupitant,Clotiazepam
19853,19939,19939,The metabolism,decrease,Nicardipine,Clotiazepam
19854,19940,19940,The metabolism,decrease,Clozapine,Clotrimazole
19855,19941,19941,The serum concentration,increase,Cobimetinib,Clotrimazole
19856,19942,19942,The metabolism,decrease,Cocaine,Clotrimazole
19857,19943,19943,The therapeutic efficacy,decrease,Codeine,Clotrimazole
19858,19944,19944,The serum concentration,increase,Colchicine,Clotrimazole
19859,19945,19945,The metabolism,decrease,Conivaptan,Clotrimazole
19860,19946,19946,The metabolism,decrease,Copanlisib,Clotrimazole
19861,19947,19947,The metabolism,decrease,Cortisoneacetate,Clotrimazole
19862,19948,19948,The metabolism,decrease,Crizotinib,Clotrimazole
19863,19949,19949,The metabolism,decrease,Cyclobenzaprine,Clotrimazole
19864,19950,19950,The metabolism,decrease,Cyclophosphamide,Clotrimazole
19865,19951,19951,The metabolism,decrease,Cyclosporine,Clotrimazole
19866,19952,19952,The metabolism,decrease,Cytarabine,Clotrimazole
19867,19953,19953,The serum concentration,decrease,Dabigatranetexilate,Clotrimazole
19868,19954,19954,The metabolism,decrease,Dabrafenib,Clotrimazole
19869,19955,19955,The metabolism,decrease,Dacarbazine,Clotrimazole
19870,19956,19956,The metabolism,decrease,Dalfampridine,Clotrimazole
19871,19957,19957,The metabolism,decrease,Dantrolene,Clotrimazole
19872,19958,19958,The metabolism,decrease,Dapagliflozin,Clotrimazole
19873,19959,19959,The metabolism,decrease,Darifenacin,Clotrimazole
19874,19960,19960,The metabolism,decrease,Dasatinib,Clotrimazole
19875,19961,19961,The metabolism,decrease,Daunorubicin,Clotrimazole
19876,19962,19962,The metabolism,decrease,Debrisoquin,Clotrimazole
19877,19963,19963,The metabolism,decrease,Desipramine,Clotrimazole
19878,19964,19964,The metabolism,decrease,Desvenlafaxine,Clotrimazole
19879,19965,19965,The metabolism,decrease,Deutetrabenazine,Clotrimazole
19880,19966,19966,The metabolism,decrease,Dexamethasone,Clotrimazole
19881,19967,19967,The metabolism,decrease,Dexchlorpheniraminemaleate,Clotrimazole
19882,19968,19968,The metabolism,decrease,Dexfenfluramine,Clotrimazole
19883,19969,19969,The metabolism,decrease,Dexlansoprazole,Clotrimazole
19884,19970,19970,The metabolism,decrease,Dexmedetomidine,Clotrimazole
19885,19971,19971,The metabolism,decrease,Dexmethylphenidate,Clotrimazole
19886,19972,19972,The metabolism,decrease,Dextroamphetamine,Clotrimazole
19887,19973,19973,The metabolism,decrease,Dextromethorphan,Clotrimazole
19888,19974,19974,The metabolism,decrease,Dextropropoxyphene,Clotrimazole
19889,19975,19975,The metabolism,decrease,Diazepam,Clotrimazole
19890,19976,19976,The metabolism,decrease,Diclofenac,Clotrimazole
19891,19977,19977,The metabolism,decrease,Dicoumarol,Clotrimazole
19892,19978,19978,The metabolism,decrease,Dienogest,Clotrimazole
19893,19979,19979,The metabolism,decrease,Digitoxin,Clotrimazole
19894,19980,19980,The metabolism,decrease,Digoxin,Clotrimazole
19895,19981,19981,The risk or severity of adverse effects,increase,Dihydroergotamine,Clotrimazole
19896,19982,19982,The metabolism,decrease,Diltiazem,Clotrimazole
19897,19983,19983,The metabolism,decrease,Dinoprostone,Clotrimazole
19898,19984,19984,The metabolism,decrease,Diphenhydramine,Clotrimazole
19899,19985,19985,The metabolism,decrease,Disopyramide,Clotrimazole
19900,19986,19986,The metabolism,decrease,Disulfiram,Clotrimazole
19901,19987,19987,The metabolism,decrease,Docetaxel,Clotrimazole
19902,19988,19988,The metabolism,decrease,Doconexent,Clotrimazole
19903,19989,19989,The serum concentration,increase,Dofetilide,Clotrimazole
19904,19990,19990,The metabolism,decrease,Dolasetron,Clotrimazole
19905,19991,19991,The serum concentration,increase,Domperidone,Clotrimazole
19906,19992,19992,The metabolism,decrease,Donepezil,Clotrimazole
19907,19993,19993,The metabolism,decrease,Dopamine,Clotrimazole
19908,19994,19994,The metabolism,decrease,Dorzolamide,Clotrimazole
19909,19995,19995,The metabolism,decrease,Doxazosin,Clotrimazole
19910,19996,19996,The metabolism,decrease,Doxepin,Clotrimazole
19911,19997,19997,The serum concentration,increase,Dronabinol,Clotrimazole
19912,19998,19998,The metabolism,decrease,Dronedarone,Clotrimazole
19913,19999,19999,The metabolism,decrease,Duloxetine,Clotrimazole
19914,20000,20000,The metabolism,decrease,Dutasteride,Clotrimazole
19915,20001,20001,The therapeutic efficacy,increase,Efonidipine,Clotrimazole
19916,20002,20002,The serum concentration,increase,Eletriptan,Clotrimazole
19917,20003,20003,The serum concentration,increase,Eliglustat,Clotrimazole
19918,20004,20004,The metabolism,decrease,Eltrombopag,Clotrimazole
19919,20005,20005,The metabolism,decrease,Enalapril,Clotrimazole
19920,20006,20006,The metabolism,decrease,Enasidenib,Clotrimazole
19921,20007,20007,The metabolism,decrease,Encainide,Clotrimazole
19922,20008,20008,The metabolism,decrease,Enflurane,Clotrimazole
19923,20009,20009,The metabolism,decrease,Enzalutamide,Clotrimazole
19924,20010,20010,The metabolism,decrease,Epinastine,Clotrimazole
19925,20011,20011,The serum concentration,increase,Eplerenone,Clotrimazole
19926,20012,20012,The metabolism,decrease,Epoprostenol,Clotrimazole
19927,20013,20013,The metabolism,decrease,Ergocalciferol,Clotrimazole
19928,20014,20014,The risk or severity of adverse effects,increase,Ergonovine,Clotrimazole
19929,20015,20015,The risk or severity of adverse effects,increase,Ergotamine,Clotrimazole
19930,20016,20016,The metabolism,decrease,Erlotinib,Clotrimazole
19931,20017,20017,The metabolism,decrease,Erythromycin,Clotrimazole
19932,20018,20018,The metabolism,decrease,Escitalopram,Clotrimazole
19933,20019,20019,The metabolism,decrease,Esomeprazole,Clotrimazole
19934,20020,20020,The metabolism,decrease,Estazolam,Clotrimazole
19935,20021,20021,The metabolism,decrease,Estradiol,Clotrimazole
19936,20022,20022,The metabolism,decrease,Estradiolacetate,Clotrimazole
19937,20023,20023,The metabolism,decrease,Estradiolbenzoate,Clotrimazole
19938,20024,20024,The metabolism,decrease,Estradiolcypionate,Clotrimazole
19939,20025,20025,The metabolism,decrease,Estradioldienanthate,Clotrimazole
19940,20026,20026,The metabolism,decrease,Estradiolvalerate,Clotrimazole
19941,20027,20027,The metabolism,decrease,Estramustine,Clotrimazole
19942,20028,20028,The metabolism,decrease,Estrone,Clotrimazole
19943,20029,20029,The metabolism,decrease,Estronesulfate,Clotrimazole
19944,20030,20030,The metabolism,decrease,Eszopiclone,Clotrimazole
19945,20031,20031,The metabolism,decrease,Ethanol,Clotrimazole
19946,20032,20032,The metabolism,decrease,Ethanolamineoleate,Clotrimazole
19947,20033,20033,The metabolism,decrease,Ethinylestradiol,Clotrimazole
19948,20034,20034,The metabolism,decrease,Ethosuximide,Clotrimazole
19949,20035,20035,The metabolism,decrease,Ethylmorphine,Clotrimazole
19950,20036,20036,The metabolism,decrease,Etizolam,Clotrimazole
19951,20037,20037,The metabolism,decrease,Etodolac,Clotrimazole
19952,20038,20038,The metabolism,decrease,Etonogestrel,Clotrimazole
19953,20039,20039,The metabolism,decrease,Etoposide,Clotrimazole
19954,20040,20040,The metabolism,decrease,Etoricoxib,Clotrimazole
19955,20041,20041,The serum concentration,increase,Everolimus,Clotrimazole
19956,20042,20042,The metabolism,decrease,Exemestane,Clotrimazole
19957,20043,20043,The metabolism,decrease,Famotidine,Clotrimazole
19958,20044,20044,The metabolism,decrease,Felbamate,Clotrimazole
19959,20045,20045,The metabolism,decrease,Felodipine,Clotrimazole
19960,20046,20046,The metabolism,decrease,Fenofibrate,Clotrimazole
19961,20047,20047,The serum concentration,increase,Fentanyl,Clotrimazole
19962,20048,20048,The serum concentration of the active metabolites,increase,Fesoterodine,Clotrimazole
19963,20049,20049,The metabolism,decrease,Clotrimazole,Finasteride
19964,20050,20050,The metabolism,decrease,Clotrimazole,Fingolimod
19965,20051,20051,The metabolism,decrease,Clotrimazole,Flecainide
19966,20052,20052,The risk or severity of adverse effects,increase,Clotrimazole,Flibanserin
19967,20053,20053,The metabolism,decrease,Clotrimazole,Flunarizine
19968,20054,20054,The metabolism,decrease,Clotrimazole,Flunisolide
19969,20055,20055,The metabolism,decrease,Clotrimazole,Flunitrazepam
19970,20056,20056,The metabolism,decrease,Clotrimazole,Fluorometholone
19971,20057,20057,The metabolism,decrease,Clotrimazole,Fluorouracil
19972,20058,20058,The metabolism,decrease,Clotrimazole,Fluoxetine
19973,20059,20059,The metabolism,decrease,Clotrimazole,Fluphenazine
19974,20060,20060,The metabolism,decrease,Clotrimazole,Flurazepam
19975,20061,20061,The metabolism,decrease,Clotrimazole,Flurbiprofen
19976,20062,20062,The metabolism,decrease,Clotrimazole,Flutamide
19977,20063,20063,The metabolism,decrease,Clotrimazole,Fluticasonefuroate
19978,20064,20064,The metabolism,decrease,Clotrimazole,Fluticasonepropionate
19979,20065,20065,The serum concentration,increase,Clotrimazole,Fluvastatin
19980,20066,20066,The metabolism,decrease,Clotrimazole,Fluvoxamine
19981,20067,20067,The metabolism,decrease,Clotrimazole,Folicacid
19982,20068,20068,The metabolism,decrease,Clotrimazole,Formoterol
19983,20069,20069,The serum concentration,decrease,Clotrimazole,Fosphenytoin
19984,20070,20070,The metabolism,decrease,Clotrimazole,Fostamatinib
19985,20071,20071,The metabolism,decrease,Clotrimazole,Frovatriptan
19986,20072,20072,The metabolism,decrease,Clotrimazole,Fulvestrant
19987,20073,20073,The therapeutic efficacy,increase,Clotrimazole,Gabapentin
19988,20074,20074,The metabolism,decrease,Clotrimazole,Galantamine
19989,20075,20075,The metabolism,decrease,Clotrimazole,Gefitinib
19990,20076,20076,The metabolism,decrease,Clotrimazole,Gemfibrozil
19991,20077,20077,The metabolism,decrease,Clotrimazole,Gliclazide
19992,20078,20078,The metabolism,decrease,Clotrimazole,Glimepiride
19993,20079,20079,The metabolism,decrease,Clotrimazole,Glipizide
19994,20080,20080,The metabolism,decrease,Clotrimazole,Glucosamine
19995,20081,20081,The metabolism,decrease,Clotrimazole,Glyburide
19996,20082,20082,The metabolism,decrease,Clotrimazole,Granisetron
19997,20083,20083,The metabolism,decrease,Clotrimazole,Guanabenz
19998,20084,20084,The metabolism,decrease,Clotrimazole,Guanfacine
19999,20085,20085,The serum concentration,increase,Clotrimazole,Halofantrine
20000,20086,20086,The metabolism,decrease,Clotrimazole,Haloperidol
20001,20087,20087,The metabolism,decrease,Clotrimazole,Halothane
20002,20088,20088,The metabolism,decrease,Clotrimazole,Hesperetin
20003,20089,20089,The metabolism,decrease,Clotrimazole,Hexobarbital
20004,20090,20090,The metabolism,decrease,Clotrimazole,Histamine
20005,20091,20091,The serum concentration,increase,Clotrimazole,Hydrocodone
20006,20092,20092,The metabolism,decrease,Clotrimazole,Hydrocortisone
20007,20093,20093,The metabolism,decrease,Clotrimazole,Hydromorphone
20008,20094,20094,The metabolism,decrease,Clotrimazole,Hydroxyprogesteronecaproate
20009,20095,20095,The serum concentration,increase,Clotrimazole,Ibrutinib
20010,20096,20096,The metabolism,decrease,Clotrimazole,Ibuprofen
20011,20097,20097,The metabolism,decrease,Clotrimazole,Icotinib
20012,20098,20098,The metabolism,decrease,Clotrimazole,Idarubicin
